代码,上市公司,行业,市值(元),PE-TTM,PB,股息率,财报日期,复合排名,资本收益率(ROC),资本回报率排名,公司收益率,公司收益率排名,关注度
="301238",瑞泰新材,其他化学制品,=12620666093,=185.25575170768678,=1.7596297559004908,=0.005810575246949448,2025-05-19,=2627,=0.06610130966025785,=2474,=0.014523882680638072,=2525,=60
="603267",鸿远电子,航天装备,=11135788185.48,=78.69268405499015,=2.6166024167365767,=0.0035205125445110248,2025-05-19,=2628,=0.059669290619454474,=2555,=0.016094249415391636,=2447,=546
="688290",景业智能,其它通用机械,=5278098728.099999,=135.78482865486856,=4.140506263017919,=0.002218626822506481,2025-05-19,=2629,=0.09509988583999981,=2115,=0.0071179875478727785,=2891,=45
="300353",东土科技,通信传输设备,=14038004473.23,=180.276455657496,=6.6432926478228564,=0,2025-05-19,=2630,=0.09331830141849697,=2145,=0.007586181917608563,=2872,=3053
="300153",科泰电源,其它电源设备,=9417600000,=235.60959178416624,=10.637627509870729,=0,2025-05-19,=2631,=0.10951717417727279,=1954,=0.0040002411460074595,=3065,=136
="688696",极米科技,其它视听器材,=8115800000,=48.17560152187365,=2.710933163083248,=0,2025-05-19,=2632,=0.06381262984132416,=2504,=0.014695501784881932,=2517,=211
="301221",光庭信息,软件开发,=4687614603,=82.05198720065803,=2.360131425459502,=0.003951788184153329,2025-05-19,=2633,=0.07412576558767302,=2380,=0.01227215244551315,=2642,=45
="603078",江化微,其他化学制品,=7195991047.68,=71.91898066571333,=3.7936158097868207,=0.004823151080932724,2025-05-19,=2634,=0.06797795368175813,=2449,=0.013526068705829617,=2574,=284
="603191",望变电气,中压设备,=4054647343.19,=72.49865214427825,=1.6670969589374325,=0.004108463434675432,2025-05-19,=2635,=0.04262107019254236,=2797,=0.020702678381579742,=2229,=50
="600173",卧龙新能,房地产开发,=4329128587.92,=163.18467112028094,=1.1429958351862965,=0,2025-05-19,=2636,=0.03568796574773504,=2896,=0.02283964136552919,=2136,=320
="300184",力源信息,其他电子,=11759381485.18,=113.61547031331993,=3.1209596601509344,=0,2025-05-19,=2637,=0.06342853066627954,=2509,=0.014584423690287104,=2524,=274
="002885",京泉华,其他电子,=3703369458.2999997,=77.90750788101086,=2.605410614959532,=0.0016152716593245227,2025-05-19,=2638,=0.057835661046694437,=2580,=0.015873956255124458,=2459,=230
="002324",普利特,改性塑料,=11569766712.32,=67.38124243056647,=2.6135327271402726,=0.0066439389238632345,2025-05-19,=2639,=0.05079114225149037,=2684,=0.01787659772174525,=2356,=237
="300347",泰格医药,医疗服务,=36743015253.6,=109.50405336969578,=1.7897863314966505,=0.007062146892655367,2025-05-19,=2640,=0.06952744583673766,=2432,=0.013007858074755536,=2608,=3323
="603602",纵横通信,通信配套服务,=3528131229.27,=150.10264840783518,=3.375886357062555,=0.0032488628979857053,2025-05-19,=2641,=0.06401448320903774,=2502,=0.014144418759071693,=2546,=216
="300871",回盛生物,动物保健,=4023663195.82,=98.74750722832623,=2.69524216440497,=0.005331351931315983,2025-05-19,=2642,=0.046300292118627656,=2753,=0.018954866569782777,=2301,=121
="300975",商络电子,被动元件,=7660112484.6,=89.79337329712769,=3.488129617543283,=0.0010705597360987347,2025-05-19,=2643,=0.05366095045559655,=2645,=0.01662939380357828,=2411,=53
="002912",中新赛克,计算机设备,=3964861440,=67.77834165782454,=2.41526883565071,=0.008613264427217916,2025-05-19,=2644,=0.07976760575235174,=2306,=0.010117862161933827,=2750,=591
="301565",中仑新材,其他塑料制品,=8416210400,=95.35459136174713,=3.544313798812296,=0,2025-05-19,=2645,=0.07447676549007214,=2374,=0.011662032390784846,=2683,=8
="603668",天马科技,饲料,=6942279940.62,=188.9342380679518,=3.079065303909221,=0.002894356057644875,2025-05-19,=2646,=0.03966419192099817,=2835,=0.020777762867018806,=2225,=169
="300468",四方精创,软件开发,=9679042776,=151.64419837774795,=5.863983155690437,=0.005482456140350877,2025-05-19,=2647,=0.09860931058275231,=2077,=0.005518086061487372,=2983,=244
="002909",集泰股份,其他化学制品,=3264299999.9999995,=137.21083079071065,=3.6214362828194337,=0.011828659130594617,2025-05-19,=2648,=0.07274200664903828,=2394,=0.011794066566587292,=2673,=106
="601636",旗滨集团,玻璃制造,=14490992269.800001,=35.27736681910526,=1.0680108794475414,=0.008333332327191053,2025-05-19,=2649,=0.034649557744149025,=2908,=0.022310823186619772,=2161,=1714
="600764",中国海防,地面兵装,=20068173860.64,=78.58111806163284,=2.4540459335037235,=0.004567988667558637,2025-05-19,=2650,=0.055006362409632,=2620,=0.016072862477970934,=2451,=299
="002082",万邦德,中药,=3517212066.25,=84.13516623192675,=1.3107738140863607,=0,2025-05-19,=2651,=0.04097157409580597,=2818,=0.020046138625317043,=2255,=143
="600129",太极集团,中药,=11794945957.92,=-80.9859585285176,=3.307516903270872,=0,2025-05-19,=2652,=0.055028614079658866,=2618,=0.015961598257418663,=2456,=422
="600771",广誉远,中药,=10176520821.39,=105.2013504799933,=6.230296591209889,=0,2025-05-19,=2653,=0.08014886418766164,=2301,=0.009626156190526565,=2773,=592
="300964",本川智能,印制电路板,=3086520480.12,=114.80498272710703,=3.082870860446311,=0.0049459112610218256,2025-05-19,=2654,=0.07412418791882863,=2381,=0.011370929774674495,=2695,=40
="002613",北玻股份,其它专用机械,=4501325950.28,=115.84513212311687,=2.0214892940856957,=0.007334963325183374,2025-05-19,=2655,=0.06716202745946392,=2459,=0.012844084293460917,=2620,=113
="603358",华达科技,汽车零部件,=16079195816.09,=145.31136583203224,=4.779797194884121,=0.014098585180681347,2025-05-19,=2656,=0.07396124932037805,=2384,=0.011361327267574491,=2696,=160
="002584",西陇科学,其他化学制品,=5758529592.48,=90.8781083057903,=2.4931603181298128,=0.003353658549435869,2025-05-19,=2657,=0.04691714006897039,=2745,=0.0182906558369014,=2336,=139
="001298",好上好,其他电子,=6008369988,=139.613700688703,=3.770731839684375,=0.0020442930153321973,2025-05-19,=2658,=0.05752600741840521,=2583,=0.014909152941001964,=2502,=38
="002593",日上集团,钢结构,=4011251564.71,=85.15103935726736,=1.6628051208836239,=0.010020039967975883,2025-05-19,=2659,=0.038645815030542346,=2847,=0.020319645024456205,=2243,=103
="601865",福莱特,玻璃制造,=35471810904.46,=100.52880754168459,=1.6704038265479935,=0.008617325948012617,2025-05-19,=2660,=0.04524789871502498,=2772,=0.018638609941223048,=2318,=1071
="002075",沙钢股份,特钢,=13733347285.699999,=72.75027059073669,=2.1216401605940227,=0.007987220438182414,2025-05-19,=2661,=0.053067067841576984,=2652,=0.016234274704914023,=2438,=306
="300738",奥飞数据,通信运营,=20825440351.52,=166.16087688257988,=6.094227524606021,=0.0006102129017441149,2025-05-19,=2662,=0.05821630168272797,=2574,=0.014620589486490466,=2522,=369
="002338",奥普光电,仪器仪表,=10660800000,=168.91233231619086,=7.955879014999759,=0.0015758667266996848,2025-05-19,=2663,=0.07787984072720691,=2342,=0.01007360550524315,=2754,=225
="600433",冠豪高新,造纸,=5478373999.29,=38.6252177370205,=1.1789640847520622,=0.019275939538572196,2025-05-19,=2664,=0.03275242150102921,=2922,=0.02202403740880567,=2175,=156
="002185",华天科技,集成电路,=29288989682.72,=54.16982051574822,=1.775954317220817,=0.006345733055778782,2025-05-19,=2665,=0.04068617891135976,=2823,=0.01958185472123041,=2274,=1270
="600782",新钢股份,普钢,=12488239031.53,=62.016710310836075,=0.47776958627494126,=0.0025188916876574307,2025-05-19,=2666,=0.05002743564233385,=2696,=0.01685359548585301,=2402,=1541
="688579",山大地纬,软件开发,=3788094700.0000005,=69.35331481516742,=2.747158483695309,=0.00686378035902851,2025-05-19,=2667,=0.0634245682293923,=2510,=0.013243489719219572,=2590,=65
="873169",七丰精工,金属制品,=3060547401.6,=210.72893535786045,=9.656797773921877,=0.002670940170940171,2025-05-19,=2668,=0.09742147155978009,=2091,=0.0049994232148036595,=3011,=23
="002660",茂硕电源,电子零部件制造,=3266694334.04,=58.20195216317541,=2.5192948218196243,=0.010917030567685589,2025-05-19,=2669,=0.0604639693418804,=2545,=0.013791504037670672,=2559,=159
="000718",苏宁环球,房地产开发,=6676200044.8,=55.04024284781885,=0.7057941358549006,=0.045454545448554026,2025-05-19,=2670,=0.02087864720196989,=3043,=0.024453963757206775,=2066,=675
="601608",中信重工,重型机械,=20928559207.09,=55.70623191917201,=2.2856382912956734,=0.006258205689277899,2025-05-19,=2671,=0.05122892044616007,=2681,=0.01638553536903186,=2428,=229
="603678",火炬电子,航天装备,=17291602703.16,=76.2069804781101,=3.074924086598247,=0.0034342437632543907,2025-05-19,=2672,=0.05414535269488632,=2637,=0.015575100786330382,=2472,=701
="301210",金杨股份,储能设备,=6055594784.639999,=110.75264079123352,=3.3130826995164204,=0.006127451013419466,2025-05-19,=2673,=0.06867683146573632,=2436,=0.01177344319919058,=2675,=14
="600965",福成股份,其他休闲服务,=4249057956.4500003,=80.9563155172297,=1.9802670448200894,=0.007321772571441292,2025-05-19,=2674,=0.04459323891985239,=2777,=0.018303388116047092,=2335,=153
="002065",东华软件,IT服务,=31285507980,=64.614159224626,=2.5930622059556647,=0.005122950819672131,2025-05-19,=2675,=0.04700587819726327,=2741,=0.01757734008302552,=2371,=1037
="003022",联泓新科,其他化学制品,=20354056320,=80.00386143146282,=2.814503933501939,=0.003937007874015748,2025-05-19,=2676,=0.05624646435548316,=2605,=0.014790529645745704,=2509,=243
="605218",伟时电子,显示器件,=4661052774,=79.69785355472341,=3.5660509956090105,=0.0025114154607510136,2025-05-19,=2677,=0.08047411362024724,=2293,=0.008560019703385718,=2821,=90
="839790",联迪信息,IT服务,=3134201023.7999997,=174.59051145277058,=9.284493461003184,=0.006298815822625347,2025-05-19,=2678,=0.0936655957744933,=2138,=0.00553410970623798,=2979,=20
="300383",光环新网,通信运营,=25094396144.120003,=87.55356886727697,=1.9641672148004352,=0.00429799427651389,2025-05-19,=2679,=0.049950232419086506,=2698,=0.016492551186780977,=2423,=2165
="600610",中毅达,园林工程,=17215382902.35,=1709.6894584124184,=212.5156227894438,=0,2025-05-19,=2680,=0.10347717648686408,=2024,=0.003322149394553507,=3100,=111
="600255",鑫科材料,铜,=5888039073.299999,=93.73767658700709,=4.090026945450796,=0,2025-05-19,=2681,=0.06547283446363932,=2488,=0.012353940892777852,=2639,=103
="600824",益民集团,其他服装,=4690420474.85,=283.9505025321998,=1.9339083907190815,=0.0040449438202247185,2025-05-19,=2682,=0.0829167153422082,=2269,=0.007779654890244704,=2858,=103
="603590",康辰药业,生物制品,=4702609636.27,=104.36377401301192,=1.4908698760031869,=0.020332090816672314,2025-05-19,=2683,=0.07869202527454207,=2327,=0.00912602704928443,=2801,=171
="600728",佳都科技,IT服务,=11601339979.84,=61.603899109544685,=1.503406915938364,=0,2025-05-19,=2684,=0.053502899398825125,=2647,=0.015393989522093235,=2482,=375
="002551",尚荣医疗,医疗器械,=3212879396.3999996,=143.67166275270034,=1.2132664333576868,=0.002102697733245049,2025-05-19,=2685,=0.0605235453768574,=2543,=0.01328698038945968,=2586,=272
="300339",润和软件,IT服务,=42990257197.18,=257.91965612106156,=12.31493608051737,=0,2025-05-19,=2686,=0.096143145319814,=2106,=0.004655178611632427,=3025,=422
="688683",莱尔科技,其他化学制品,=3735132751.03,=94.13406944559046,=3.684754554619703,=0.002742002492729539,2025-05-19,=2687,=0.07058087681351201,=2418,=0.01091652311564812,=2714,=36
="002079",苏州固锝,其他化学制品,=7873349843.52,=76.38124259299546,=2.5678624877532377,=0.0019547325102880655,2025-05-19,=2688,=0.05430859662420755,=2633,=0.014720742789195876,=2512,=428
="839493",并行科技,IT服务,=9051271200,=688.2644803055496,=24.29291895995959,=0,2025-05-19,=2689,=0.09884324981407543,=2073,=0.003794551321800695,=3074,=19
="300982",苏文电能,其他基础建设,=3510128876.1600003,=91.70133340495006,=1.1507072636307016,=0.03757788678240757,2025-05-19,=2690,=0.030364248905462375,=2951,=0.021419323860601355,=2198,=89
="002333",罗普斯金,其他建材,=3658092416,=80.36744385235674,=1.9427595228030587,=0.0018450184501845018,2025-05-19,=2691,=0.041842204910851534,=2806,=0.018083634750373567,=2343,=73
="002644",佛慈制药,中药,=4054616580,=66.39920589848398,=2.241020950273838,=0.0015113350125944584,2025-05-19,=2692,=0.04433513463556764,=2780,=0.017703662344344392,=2370,=220
="300421",力星股份,机械基础件,=4966174874.76,=87.171871157139,=3.9070151915348523,=0.014209591458136137,2025-05-19,=2693,=0.05842597055695465,=2570,=0.01329087643721532,=2585,=114
="872190",雷神科技,计算机设备,=3350000033.5,=134.52649499292392,=3.8823242876124775,=0.0035820895522388056,2025-05-19,=2694,=0.06975065784039135,=2429,=0.010730691395348236,=2727,=23
="002331",皖通科技,IT服务,=3382182404.55,=113.27217405270034,=1.9220752019284566,=0.003773584905660377,2025-05-19,=2695,=0.05020436097069981,=2690,=0.01570648470788017,=2467,=134
="300541",先进数通,IT服务,=5908811320.08,=83.12446962433039,=3.532038284567609,=0.0013100436681222707,2025-05-19,=2696,=0.05480308814557951,=2627,=0.014404906130968136,=2530,=195
="600158",中体产业,其他文化传媒,=7762460712.03,=509.5396621135963,=2.9736716901446965,=0.002435105067985167,2025-05-19,=2697,=0.065817769608672,=2482,=0.011747382876682713,=2678,=204
="688682",霍莱沃,地面兵装,=3055166856,=181.24395711960648,=4.6604397612245565,=0.006666666522648346,2025-05-19,=2698,=0.07965220556850547,=2309,=0.00791203216144587,=2852,=62
="301421",波长光电,光学元件,=6770660180,=207.06151537246674,=5.697312822751909,=0.002905486241668091,2025-05-19,=2699,=0.08905342637088712,=2204,=0.005966685683338838,=2958,=28
="300327",中颖电子,集成电路,=7374007346.400001,=62.21736937124476,=4.19226820676689,=0.009207389633690369,2025-05-19,=2700,=0.0758565748596923,=2363,=0.00893022794247172,=2805,=4182
="300355",蒙草生态,园林工程,=6898240948.3,=144.44091098577562,=1.6311818650929426,=0.0009302325581395348,2025-05-19,=2701,=0.04507799746155868,=2773,=0.016923669124040988,=2397,=416
="300337",银邦股份,铝,=8654817600,=199.59142739174376,=5.132071730733189,=0.000949667616334283,2025-05-19,=2702,=0.0518888880445653,=2668,=0.014859014523688428,=2505,=168
="300942",易瑞生物,综合,=3700147838.6600003,=177.19658422023068,=4.640425411309213,=0.001891535954145729,2025-05-19,=2703,=0.07612245878979709,=2361,=0.008841899761655565,=2813,=119
="603828",ST柯利达,装修装饰,=3194346446.88,=1798.3936956529083,=4.225640261546753,=0,2025-05-19,=2704,=0.056812797711765485,=2595,=0.013370190571197123,=2582,=88
="836077",吉林碳谷,其他纤维,=9808409525.730001,=100.76245502083704,=3.967930297146901,=0,2025-05-19,=2705,=0.05281959153876335,=2656,=0.014588178755879776,=2523,=47
="600429",三元股份,乳品,=6942209797.799999,=100.08851550711645,=1.3712379069068723,=0.0026086956521739132,2025-05-19,=2706,=0.030781583325701883,=2944,=0.020410326786067634,=2237,=567
="300702",天宇股份,化学制剂,=7446711202.599999,=73.29352727209591,=2.076537542501811,=0.0023364485981308414,2025-05-19,=2707,=0.040007958826667675,=2830,=0.017930274416975714,=2353,=408
="300430",诚益通,其它通用机械,=5447299540.2,=69.51730309084729,=2.4267800431894178,=0.0035087719481822818,2025-05-19,=2708,=0.054635843448134574,=2630,=0.013808749049242711,=2558,=105
="688656",浩欧博,医疗器械,=5568050362.4,=160.77121329686022,=6.833363669487321,=0.0033975084937712344,2025-05-19,=2709,=0.07961586687631371,=2310,=0.0074588694048228895,=2878,=97
="002097",山河智能,工程机械,=7952167753.6,=93.75253406032458,=1.683695840002803,=0.002702702702702703,2025-05-19,=2710,=0.02844122902348494,=2975,=0.020995996682670517,=2215,=238
="872808",曙光数创,计算机设备,=10732000053.66,=287.30753523867594,=15.658124042916869,=0.0011554230281401417,2025-05-19,=2711,=0.09672868120969694,=2099,=0.003542657807199346,=3091,=67
="000925",众合科技,铁路设备,=5180993112.28,=4480.866658606112,=1.5506383170054827,=0.0019383393844313733,2025-05-19,=2712,=0.04124587751657193,=2813,=0.017375640976943503,=2379,=226
="301587",中瑞股份,储能设备,=3177865822.8,=58.99943762138979,=1.5639816848279635,=0.016226240148354196,2025-05-19,=2713,=0.043863930490021505,=2785,=0.01675770124046441,=2407,=6
="603738",泰晶科技,被动元件,=5368761025.88,=81.63644218783239,=3.0351661945728217,=0.005801305293691081,2025-05-19,=2714,=0.06052672171769655,=2542,=0.012132845563747578,=2652,=281
="002531",天顺风能,风电设备,=11859399142.8,=129.3213739838121,=1.3234239074897942,=0.0030303030303030307,2025-05-19,=2715,=0.03077070609733762,=2945,=0.020082841430287934,=2253,=648
="002791",坚朗五金,其他建材,=8075655996.66,=84.78816960057149,=1.4503031603333507,=0.00865494085296693,2025-05-19,=2716,=0.03683469644407018,=2880,=0.018547574719303298,=2324,=572
="603103",横店影视,影视动漫,=9798390000,=352.9449268617572,=6.486834488443748,=0.007766990291262136,2025-05-19,=2717,=0.06813330068887355,=2444,=0.009927864426584379,=2761,=261
="603009",北特科技,汽车零部件,=14448296850.24,=185.09090886339337,=8.770124710911643,=0.0019909495422307973,2025-05-19,=2718,=0.07606169593837876,=2362,=0.00794065037022307,=2849,=163
="301226",祥明智能,电机,=3017024000,=100.34923384285415,=3.3188232425984543,=0.003606202668589975,2025-05-19,=2719,=0.06422920877344611,=2500,=0.010979320798442606,=2712,=23
="603933",睿能科技,集成电路,=3239770815.75,=101.30287577465832,=2.4771914872651157,=0.005765534836351024,2025-05-19,=2720,=0.04913131755623185,=2709,=0.014828316200305036,=2506,=143
